Time (s), Cell Name, Value
84617.90265800001, C21, 423.5131
84628.498524, C21, 386.7849
84633.296652, C21, 350.4924
84644.49228400001, C21, 239.3164
84647.890958, C21, 530.3298
84659.28651200001, C21, 311.3027
84668.482924, C21, 291.535
84673.68089600001, C21, 246.4825
84678.279102, C21, 737.5563
84692.673486, C21, 417.1937
84709.267012, C21, 510.9234
84711.66607599999, C21, 244.9058
84718.663346, C21, 285.6367
84745.252972, C21, 319.6213
84748.451724, C21, 546.6832
84754.64930600001, C21, 251.0154
84760.247122, C21, 308.4483
84772.642286, C21, 230.6172
84781.83869800001, C21, 250.5154
84825.221772, C21, 616.2344
84852.211242, C21, 270.0683
84908.189402, C21, 304.487
84914.386984, C21, 226.1203
84919.58495600001, C21, 239.5638
84934.17926200001, C21, 353.7536
84946.17458200001, C21, 265.5506
85010.549466, C21, 341.8615
85077.92318, C21, 250.7841
85174.085662, C21, 242.0152
85184.481606, C21, 562.1429
85245.85765999999, C21, 286.9249
85279.244634, C21, 244.2082
85296.238004, C21, 254.5849
152376.839326, C21, 423.7563
152403.428952, C21, 228.2411
152416.024038, C21, 418.9958
152418.623024, C21, 430.0622
152429.818656, C21, 595.4346
152437.615614, C21, 689.7951
152446.21226, C21, 258.8311
152497.992058, C21, 514.4724
152501.990498, C21, 255.64
152514.985428, C21, 255.3947
152535.777316, C21, 219.2586
152580.759766, C21, 249.9419
152600.751966, C21, 330.0249
152612.347442, C21, 365.82
152631.539954, C21, 251.6318
152672.923808, C21, 245.4711
152712.308442, C21, 532.1014
152789.478334, C21, 246.6931
152843.657196, C21, 385.7197
152867.247992, C21, 227.3352
152959.212112, C21, 285.3096
153109.553456, C21, 251.8888
158593.661738, C21, 184.4336
158613.454016, C21, 251.4676
158632.646528, C21, 516.199
158663.034672, C21, 207.0599
158676.629368, C21, 178.649
158691.82344, C21, 268.5034
158698.82071, C21, 171.8144
158712.81525, C21, 367.103
158716.014002, C21, 270.1919
158720.412285, C21, 186.4121
158722.611428, C21, 331.523
158748.80121, C21, 211.8345
158762.79575, C21, 216.4971
158794.583348, C21, 277.5057
158809.177654, C21, 340.6019
158851.76104, C21, 508.7936
158858.158544, C21, 249.6094
158961.918062, C21, 233.6887
158969.515098, C21, 204.4919
158995.904802, C21, 200.1566
159061.67914, C21, 271.4141
159065.477658, C21, 314.2559
159091.067674, C21, 194.0118
159127.453478, C21, 158.1083
159142.047784, C21, 158.8868
159175.834602, C21, 178.8233
159177.234056, C21, 322.7693
159370.758552, C21, 388.3315
159382.953794, C21, 157.3179
159456.725012, C21, 161.3048
165968.766128, C21, 377.3302
165974.164022, C21, 297.9992
165996.95513, C21, 288.9717
166029.542416, C21, 236.1487
166077.323774, C21, 301.3119
166125.305054, C21, 401.5739
166176.085242, C21, 308.2497
166206.273464, C21, 283.686
166209.472216, C21, 251.7038
166210.671748, C21, 311.4182
166264.450766, C21, 278.6136
166321.82838, C21, 273.0285
166354.415666, C21, 294.6056
166387.202874, C21, 343.3293
166391.80108, C21, 592.2959
166447.579318, C21, 527.0427
166450.378226, C21, 438.4072
166465.77222, C21, 283.5736
166472.369646, C21, 282.2935
166481.76598, C21, 232.1711
166508.555528, C21, 511.8131
166538.943672, C21, 285.9753
166621.71138, C21, 468.5572
166652.899212, C21, 238.0724
166715.67472, C21, 281.3988
166736.066764, C21, 231.7469
166740.864892, C21, 445.578
166744.863332, C21, 314.4578
166756.858652, C21, 280.4189
166842.825112, C21, 332.3948
173649.388856, C21, 305.4922
173651.98785, C21, 521.0911
173669.980889, C21, 215.4962
173676.778259, C21, 333.6234
173694.771298, C21, 334.4515
173704.367585, C21, 451.3277
173706.566734, C21, 309.6594
173788.734944, C21, 576.0973
173831.118546, C21, 315.4905
173895.093795, C21, 218.9506
173937.677319, C21, 432.6865
173957.269739, C21, 301.8207
173966.866026, C21, 222.11
173973.863319, C21, 316.8295
174040.637485, C21, 595.1506
174043.636325, C21, 355.2266
174072.225264, C21, 236.5395
174140.798733, C21, 220.0639
174142.398115, C21, 336.5341
174160.391153, C21, 342.5933
174203.974291, C21, 223.3505
174283.943352, C21, 248.3932
174291.940258, C21, 362.4645
174320.129352, C21, 306.3424
174377.30723, C21, 350.1134
174399.098799, C21, 253.8465
246713.737223, C21, 220.7905
246745.724805, C21, 323.5895
246750.722865, C21, 413.5618
246776.113007, C21, 669.0454
246788.508195, C21, 252.3815
246799.703849, C21, 780.595
246876.673967, C21, 457.2533
246975.635547, C21, 278.1765
247073.197671, C21, 256.2187
247114.18176, C21, 227.2625
247130.375473, C21, 454.791
247131.375085, C21, 433.9319
247143.170506, C21, 1010.638
247222.939538, C21, 596.761
247233.135579, C21, 262.9091
247262.924014, C21, 249.9795
247352.889088, C21, 350.5151
247368.882878, C21, 308.6852
247372.881326, C21, 294.5184
247549.812637, C21, 238.4321
247575.002857, C21, 443.083
247596.794397, C21, 1028.127
248643.282902, C21, 238.3798
248646.681576, C21, 725.129
248650.08025, C21, 202.7046
248652.479314, C21, 229.3826
248743.04398, C21, 212.5964
248747.442264, C21, 153.6051
248765.835088, C21, 147.3661
248894.185012, C21, 120.5077
248939.567306, C21, 261.6099
249044.9262, C21, 135.412
249061.319803, C21, 180.0031
249232.652958, C21, 121.4698
249301.226204, C21, 151.5244
249321.418326, C21, 292.0383
249384.593678, C21, 162.6263
260277.581812, C21, 248.0274
260333.160128, C21, 854.9225
260335.959036, C21, 262.9452
260348.3542, C21, 126.1493
260350.153498, C21, 335.1671
260354.551782, C21, 621.7605
260357.950455, C21, 185.8159
260374.943826, C21, 316.5118
260380.941486, C21, 233.7105
260397.734934, C21, 143.0884
260400.933686, C21, 246.3185
260408.530722, C21, 320.8611
260410.529942, C21, 193.4554
260456.112158, C21, 298.415
260469.706854, C21, 259.4861
260480.102798, C21, 129.2268
260489.099288, C21, 369.9652
260633.842816, C21, 206.6968
260730.605064, C21, 548.4255
260946.320902, C21, 1176.329
260953.917938, C21, 116.7841
261024.290482, C21, 343.6142
261025.09017, C21, 183.5812
261084.267082, C21, 249.5814
78.569346, C24, 1433.836
117.154292, C24, 504.0308
136.94657, C24, 1449.85
257.499535, C24, 676.3813
336.268804, C24, 540.1629
340.667088, C24, 525.5332
361.059132, C24, 683.249
483.611318, C24, 677.0699
69467.899322, C24, 667.4649
69485.89230199999, C24, 940.3696
69556.864611, C24, 1329.771
69564.061804, C24, 472.6007
69647.429278, C24, 548.6951
69798.57031, C24, 705.991
69826.55938999999, C24, 522.386
69849.350498, C24, 707.792
70574.471512, C24, 718.535
70586.26691000001, C24, 498.117
70928.53337400001, C24, 882.9065
71160.04304999999, C24, 528.3416
71199.82752799999, C24, 512.0889
71219.419884, C24, 523.5582
71277.197342, C24, 680.4073
71333.97519, C24, 545.2222
84450.368022, C24, 901.0098
84538.933468, C24, 666.7556
84561.72457599999, C24, 558.9631
84612.304842, C24, 659.8833
84630.89758800001, C24, 920.9073
84650.0901, C24, 579.467
84684.67660599999, C24, 809.9769
84702.06982, C24, 807.1356
84748.851568, C24, 1037.536
84782.83830800001, C24, 663.8412
84947.77395800001, C24, 680.2548
84978.96179, C24, 831.9332
85045.735738, C24, 546.292
85068.32692399999, C24, 687.1352
85163.08995199999, C24, 608.5586
152336.655004, C24, 333.908
152414.024818, C24, 770.0067
152416.423882, C24, 389.6023
152424.620684, C24, 827.4099
152479.799156, C24, 653.998
152588.756646, C24, 534.7411
152956.413204, C24, 383.5747
153059.173112, C24, 460.9887
158605.657058, C24, 598.7455
158633.046372, C24, 391.7727
158653.638338, C24, 320.4447
158716.213923, C24, 452.5087
158812.176484, C24, 323.8912
159130.252386, C24, 461.3649
159176.234446, C24, 452.9794
159206.022824, C24, 359.092
159370.55863, C24, 925.2249
159456.125246, C24, 475.9072
166085.720498, C24, 776.5952
166104.91301, C24, 460.1698
166207.273074, C24, 1005.58
166472.969412, C24, 414.2287
166545.74102, C24, 520.4174
166615.71372, C24, 416.2296
173790.534248, C24, 361.6284
173919.484358, C24, 550.9741
246717.335826, C24, 298.3324
246743.725581, C24, 166.595
246754.721312, C24, 157.9467
246811.699192, C24, 198.4353
246820.295854, C24, 429.1499
246925.055184, C24, 154.4948
246975.635547, C24, 149.9453
247119.779587, C24, 177.2652
247403.869296, C24, 418.9571
247474.042053, C24, 156.0396
248620.691716, C24, 485.7125
248647.08142, C24, 200.4007
248648.08103, C24, 532.9598
248652.479314, C24, 153.5717
248674.470734, C24, 233.2707
248685.466444, C24, 239.2583
248760.637116, C24, 286.6225
248770.233372, C24, 230.7501
248866.595776, C24, 157.6655
248871.593826, C24, 187.5228
248891.98587, C24, 276.0547
248894.384934, C24, 356.3513
248898.783218, C24, 160.7463
248932.370114, C24, 151.4701
248954.161612, C24, 183.0068
249132.292114, C24, 357.9425
260313.567772, C24, 93.63715
260349.753654, C24, 901.5683
260350.153498, C24, 375.4288
260360.34952, C24, 84.11829
260401.133608, C24, 89.04967
260407.531112, C24, 113.0461
260456.112158, C24, 153.1029
260487.29999, C24, 91.85653
260538.080178, C24, 143.291
260565.469492, C24, 121.2117
260660.23252, C24, 86.52313
260674.826826, C24, 105.8832
260723.008028, C24, 89.44344
260787.982678, C24, 106.1842
260804.976048, C24, 123.4482
260808.1748, C24, 328.2149
260821.969418, C24, 98.50626
260844.560604, C24, 101.1819
260854.356782, C24, 86.87827
260867.551634, C24, 139.3841
260882.945628, C24, 83.93585
260917.332212, C24, 89.72006
260923.12995, C24, 110.4454
260946.720746, C24, 177.549
261004.898048, C24, 145.5706
24.790328, C25, 301.1352
49.9805, C25, 287.8069
53.179252, C25, 202.0986
71.37215399999999, C25, 416.4929
77.36981400000001, C25, 252.91
117.354214, C25, 402.5849
123.151952, C25, 836.3894
128.150002, C25, 273.2008
133.547896, C25, 382.7599
136.146882, C25, 337.153
163.93604, C25, 507.6686
165.93526, C25, 320.7841
240.506166, C25, 467.912
341.86662, C25, 378.5026
362.458586, C25, 452.592
364.257884, C25, 271.1441
425.234094, C25, 327.8959
434.630428, C25, 250.8577
520.596888, C25, 215.578
524.995172, C25, 226.3424
618.558668, C25, 279.5031
619.358356, C25, 220.025
69440.70993, C25, 544.1707
69454.904392, C25, 553.4607
69477.095734, C25, 315.3437
69557.064534, C25, 581.8264
69595.44955799999, C25, 580.534
69614.042304, C25, 335.219
69796.771012, C25, 553.5784
69923.32163799999, C25, 461.8185
70463.51480200001, C25, 232.1826
70553.27978, C25, 510.3283
70572.47229200001, C25, 455.7764
70576.870576, C25, 278.8614
70613.65622400001, C25, 267.377
70635.647644, C25, 317.9473
70944.327212, C25, 368.067
71131.85404799999, C25, 229.2312
71135.652566, C25, 698.8674
71149.447184, C25, 510.3979
71211.822848, C25, 274.0225
71257.40506400001, C25, 254.1124
71352.16809200001, C25, 649.3405
71353.56754600001, C25, 224.5963
84457.565214, C25, 459.714
84560.52504399999, C25, 521.049
84567.922158, C25, 637.0925
84592.912408, C25, 232.6398
84623.700396, C25, 370.8
84659.88627800001, C25, 396.1351
84684.87652799999, C25, 308.9752
84702.06982, C25, 456.7327
84782.83830800001, C25, 587.0024
84915.586516, C25, 548.7604
85125.50461600001, C25, 380.7715
85174.88535, C25, 433.1873
85189.8795, C25, 317.5787
152403.22903, C25, 547.1646
152413.225129, C25, 503.3587
152426.819826, C25, 292.9581
152436.016238, C25, 333.6425
152490.395022, C25, 469.2759
152527.18067, C25, 336.1418
152723.504074, C25, 371.3054
152991.99932, C25, 297.3251
153040.580366, C25, 504.8843
153121.748698, C25, 365.8984
158590.662908, C25, 387.9855
158612.85425, C25, 159.8183
158616.452846, C25, 514.7454
158624.049882, C25, 342.4315
158628.048322, C25, 177.1584
158628.648088, C25, 170.014
158677.229134, C25, 310.6692
158678.228744, C25, 210.1791
158698.82071, C25, 202.8353
158714.014782, C25, 430.569
158715.214314, C25, 482.5276
158722.81135, C25, 658.3777
158749.201054, C25, 202.562
158776.190524, C25, 133.728
158832.968372, C25, 167.4186
158929.530698, C25, 132.4905
158968.115644, C25, 506.8982
159065.277736, C25, 152.1414
159096.465568, C25, 213.9004
159185.430858, C25, 251.7957
159261.801062, C25, 183.2948
159368.959254, C25, 224.8501
159370.358708, C25, 152.5521
165965.767298, C25, 511.0531
166078.123462, C25, 273.1
166103.9134, C25, 333.1248
166125.90482, C25, 516.3501
166172.486646, C25, 386.7924
166207.87284, C25, 214.2569
166268.649128, C25, 481.3073
166281.644058, C25, 787.3255
166292.040002, C25, 372.0693
166337.82214, C25, 690.3171
166347.81824, C25, 440.0277
166349.017772, C25, 222.4739
166364.81161, C25, 544.8362
166370.009582, C25, 215.6773
166387.602718, C25, 250.4456
166406.395386, C25, 496.058
166444.980332, C25, 229.6864
166547.74024, C25, 225.3042
166765.255376, C25, 518.177
166766.254986, C25, 321.2951
166806.439308, C25, 681.0388
166820.433848, C25, 276.0298
166841.025814, C25, 240.6966
166842.025424, C25, 206.7275
166843.224956, C25, 225.8027
166858.818872, C25, 621.9303
173653.587231, C25, 235.9741
173671.180425, C25, 654.7283
173673.579497, C25, 261.0789
173743.752347, C25, 785.6846
173790.134402, C25, 596.8834
173792.93332, C25, 341.476
173801.130148, C25, 391.1697
173802.129762, C25, 354.9652
173974.063242, C25, 598.8455
174044.03617, C25, 222.9389
174141.198579, C25, 568.9747
174142.398115, C25, 436.2809
174240.160291, C25, 380.7171
174241.759672, C25, 345.4565
174284.743043, C25, 234.1652
174286.342424, C25, 232.9309
174313.731827, C25, 327.4135
174317.130512, C25, 335.9526
246761.518673, C25, 110.2879
246799.703849, C25, 186.2197
246822.295078, C25, 111.3653
246830.291974, C25, 124.5906
246835.489956, C25, 136.1295
246836.289645, C25, 115.9299
246843.486851, C25, 135.9845
246853.882815, C25, 207.6395
246882.071871, C25, 170.065
246887.869621, C25, 108.5954
246900.264808, C25, 140.1687
246908.661549, C25, 149.0947
246954.243852, C25, 568.3625
246964.239972, C25, 145.0364
246965.839351, C25, 230.6824
246967.238807, C25, 472.355
246991.229493, C25, 116.8588
247087.991928, C25, 130.0296
247091.190686, C25, 261.1156
247092.790065, C25, 364.476
247095.788901, C25, 440.6083
247171.759407, C25, 150.8346
247172.759019, C25, 182.3065
247218.1414, C25, 231.9499
247233.135579, C25, 261.7797
247240.932552, C25, 193.2284
247248.929448, C25, 135.8303
247261.324635, C25, 113.4906
247271.520677, C25, 156.0438
247282.116563, C25, 295.4869
247284.31571, C25, 119.522
247286.914701, C25, 183.5975
247288.714002, C25, 282.5823
247308.706241, C25, 155.1788
247315.903446, C25, 147.7287
247317.502826, C25, 125.4465
247318.502437, C25, 137.9655
247334.096383, C25, 164.9146
247450.251289, C25, 115.8665
247454.249737, C25, 271.7083
247503.230721, C25, 109.4278
247531.6197, C25, 124.8092
247610.189197, C25, 120.8362
248529.327362, C25, 380.874
248530.12705, C25, 150.3716
248539.523384, C25, 69.25533
248567.912308, C25, 101.7328
248569.511684, C25, 83.16407
248577.308642, C25, 109.1444
248618.292652, C25, 87.12104
248620.09195, C25, 170.2488
248621.691326, C25, 196.3554
248622.690936, C25, 150.5357
248624.890078, C25, 133.94
248635.485944, C25, 195.5909
248637.285242, C25, 145.483
248647.881108, C25, 642.3635
248651.479704, C25, 72.37335
248673.671046, C25, 146.804
248753.639846, C25, 154.9722
248792.224792, C25, 203.8006
248793.224401, C25, 245.2816
248822.213092, C25, 74.24884
248828.410674, C25, 92.35969
248829.810128, C25, 105.5472
248831.209582, C25, 123.4008
248834.608256, C25, 158.87
248871.593826, C25, 111.376
248891.586026, C25, 74.91904
248903.181502, C25, 139.3115
248904.780878, C25, 123.4858
248907.97963, C25, 325.9185
248908.579396, C25, 166.3779
248939.167462, C25, 70.67393
248961.558726, C25, 125.042
249059.520506, C25, 185.7834
249061.519726, C25, 280.2385
249099.90475, C25, 136.3705
249142.288214, C25, 104.98
249146.88642, C25, 73.11142
249174.075812, C25, 95.05556
249176.87472, C25, 157.8813
249210.661538, C25, 75.78735
249256.84352, C25, 89.12044
249307.623708, C25, 86.10669
249357.004442, C25, 104.9117
249362.402336, C25, 71.60637
249367.600308, C25, 69.1459
260229.600532, C25, 136.5015
260233.39905, C25, 142.0814
260251.39203, C25, 120.0233
260272.983606, C25, 150.9995
260277.781734, C25, 135.569
260349.35381, C25, 262.3517
260350.553342, C25, 483.5217
260374.943826, C25, 123.4715
260383.34055, C25, 167.6588
260397.535012, C25, 194.633
260404.732204, C25, 106.5862
260422.525262, C25, 207.6291
260424.32456, C25, 213.8995
260425.524092, C25, 543.7549
260430.122298, C25, 109.7299
260444.716604, C25, 160.4487
260522.086418, C25, 186.7399
260675.826436, C25, 107.9597
260676.426202, C25, 135.6392
260706.014658, C25, 166.6611
260710.812786, C25, 233.1877
260712.012318, C25, 245.0952
260747.19859, C25, 129.5536
260758.1943, C25, 114.5054
260759.793676, C25, 197.0097
260760.193519, C25, 205.209
260838.562944, C25, 146.3067
260839.16271, C25, 132.0682
260841.361852, C25, 155.8772
260946.920668, C25, 320.8419
260957.11669, C25, 208.2019
260995.501714, C25, 105.2237
261004.898048, C25, 262.8392
261030.488064, C25, 122.2813
261031.687596, C25, 294.5876
261036.08588, C25, 289.0057
261063.275272, C25, 331.5363
261073.871138, C25, 152.7195
261095.462714, C25, 152.545
73.571296, C31, 748.2026
78.569346, C31, 561.7938
100.360844, C31, 723.376
129.749378, C31, 485.0543
130.549066, C31, 625.576
138.146102, C31, 679.5352
179.729878, C31, 693.0017
337.468336, C31, 691.7823
357.86038, C31, 556.8694
361.059132, C31, 781.5015
361.658898, C31, 581.8378
481.012332, C31, 477.4815
483.011552, C31, 643.5214
493.007652, C31, 663.532
509.001412, C31, 1036.257
580.973332, C31, 488.8463
603.76444, C31, 1279.74
821.479498, C31, 489.23
886.454148, C31, 633.9529
69459.50259800001, C31, 2753.447
69640.232086, C31, 2449.078
69746.19074599999, C31, 2536.001
69963.106116, C31, 1897.224
70553.079858, C31, 1722.499
70574.071668, C31, 1335.205
70585.46722200001, C31, 2400.756
70631.449282, C31, 1283.969
70721.61410399999, C31, 1398.283
70960.12105, C31, 1320.835
70992.508414, C31, 2084.986
71136.852098, C31, 2131.665
71223.218402, C31, 1396.338
71228.81621800001, C31, 1468.114
71268.40077399999, C31, 2921.452
71338.97324000001, C31, 3121.603
84443.17083, C31, 1103.863
84450.368022, C31, 2499.168
84562.52426400001, C31, 1035.641
84563.52387400001, C31, 1005.216
84619.10219000001, C31, 1011.385
84650.489944, C31, 1181.041
84664.684406, C31, 1853.707
84692.873408, C31, 1350.42
84698.471223, C31, 1668.77
84815.225672, C31, 1014.657
84892.99533000001, C31, 1237.659
84978.761868, C31, 1404.203
152290.2731, C31, 981.4265
152294.871306, C31, 676.0352
152314.463662, C31, 880.3405
152394.23254, C31, 768.3007
152399.830356, C31, 792.0524
152413.624974, C31, 1473.677
152422.621464, C31, 1390.823
152424.820606, C31, 1690.822
152441.014288, C31, 1573.443
152446.21226, C31, 1002.65
152459.407112, C31, 1751.381
152475.600794, C31, 1762.558
152503.389952, C31, 1040.049
152515.18535, C31, 828.212
152584.958128, C31, 691.3683
152864.449084, C31, 670.9981
152881.842298, C31, 687.0693
152943.418274, C31, 826.7407
152962.210942, C31, 776.8472
152991.599476, C31, 697.325
153002.99503, C31, 1011.549
158648.240444, C31, 1148.403
158712.415406, C31, 1122.47
158758.79731, C31, 1363.361
158786.78639, C31, 885.2112
158837.166734, C31, 1038.18
158925.532258, C31, 1008.911
158962.317906, C31, 1012.257
158972.913772, C31, 948.392
159083.070794, C31, 1841.749
159137.6495, C31, 866.451
159142.447628, C31, 991.9622
159205.822902, C31, 1112.986
159483.314638, C31, 923.4731
166077.723618, C31, 946.793
166111.510436, C31, 976.9307
166139.099672, C31, 893.2607
166207.87284, C31, 3746.013
166230.86387, C31, 2608.404
166264.250844, C31, 1043.195
166319.429316, C31, 1139.335
166326.226664, C31, 1090.212
166336.022842, C31, 1401.25
166337.622218, C31, 1023.729
166382.604668, C31, 1370.955
166444.580488, C31, 944.2391
166782.248746, C31, 1182.23
166855.020354, C31, 1081.967
173549.027685, C31, 438.8665
173650.588392, C31, 451.2635
173652.787541, C31, 424.9852
173670.780579, C31, 379.0847
173672.379961, C31, 258.6273
173687.774005, C31, 391.9797
173697.570215, C31, 375.7748
173701.168822, C31, 908.1024
173790.134402, C31, 719.2406
173791.333938, C31, 654.1492
173806.727983, C31, 326.6388
173904.490159, C31, 254.4027
173962.467728, C31, 537.6794
173963.267419, C31, 546.0468
174042.236866, C31, 478.112
174142.398115, C31, 583.3135
174239.760446, C31, 293.3593
174241.55975, C31, 314.3078
174251.156037, C31, 321.8516
174313.331982, C31, 256.1133
174369.71017, C31, 253.2064
174371.109628, C31, 328.015
174379.106534, C31, 263.336
246713.937146, C31, 917.3893
246745.924727, C31, 1280.132
246752.522166, C31, 307.787
246788.308273, C31, 231.2072
246821.095544, C31, 205.6669
246828.492672, C31, 262.8651
246849.684445, C31, 349.6757
246874.874666, C31, 256.0916
246876.873889, C31, 180.9399
246929.053632, C31, 228.1831
246975.435625, C31, 651.5095
247009.222508, C31, 310.01
247011.821499, C31, 369.3929
247018.019093, C31, 196.6059
247130.175551, C31, 719.4499
247206.545902, C31, 331.9768
247212.143729, C31, 284.4059
247232.135967, C31, 236.7864
247233.335502, C31, 488.2877
247250.928671, C31, 186.4627
247262.924014, C31, 433.6126
247270.92091, C31, 198.4993
247404.069218, C31, 469.6131
247491.4353, C31, 221.451
247504.230333, C31, 519.9092
247505.030023, C31, 263.2997
247510.427927, C31, 242.7085
247517.025366, C31, 189.7737
247528.620864, C31, 342.2589
247532.019544, C31, 223.6302
247580.400762, C31, 189.6563
247597.794009, C31, 242.1428
248528.927518, C31, 292.66
248533.725646, C31, 342.764
248553.917768, C31, 343.4476
248569.711606, C31, 218.9009
248576.309032, C31, 201.3219
248579.707706, C31, 210.807
248586.10521, C31, 352.4813
248589.303961, C31, 960.7166
248616.893198, C31, 309.6147
248623.690546, C31, 983.6392
248639.08454, C31, 222.4214
248803.02058, C31, 207.9511
248856.199832, C31, 222.7013
248885.388444, C31, 525.0951
248905.98041, C31, 322.0608
249006.94102, C31, 975.9889
249043.726668, C31, 239.1289
249156.082832, C31, 462.3881
249203.064502, C31, 352.0184
249286.83182, C31, 401.9735
249310.422616, C31, 207.079
249340.81076, C31, 207.5848
249374.7975, C31, 186.5482
260248.593122, C31, 143.6482
260263.38735, C31, 137.7151
260321.164808, C31, 179.5309
260326.36278, C31, 198.327
260350.153498, C31, 247.5541
260350.753264, C31, 159.7061
260352.552562, C31, 165.0624
260456.31208, C31, 229.8568
260501.694374, C31, 292.6877
260568.2684, C31, 156.0224
260572.066918, C31, 189.0262
260589.26021, C31, 196.6492
260595.657714, C31, 282.0303
260615.449992, C31, 200.1056
260628.444922, C31, 180.7911
260665.830336, C31, 128.7829
260674.626904, C31, 157.4605
260701.416452, C31, 166.4769
260706.614424, C31, 129.5591
260725.806936, C31, 208.2393
260797.578934, C31, 162.5153
260811.973318, C31, 152.1142
260858.355222, C31, 221.4975
260880.746486, C31, 227.645
260881.546174, C31, 261.8051
260957.716456, C31, 242.2977
260991.503274, C31, 349.3289
261004.498204, C31, 157.7917
21.99142, C33, 218.1407
28.189002, C33, 317.4052
34.386584, C33, 281.0927
123.151952, C33, 200.4795
124.151562, C33, 247.3775
126.150782, C33, 340.0322
202.720908, C33, 301.0748
229.9103, C33, 287.309
239.306634, C33, 202.7863
306.280504, C33, 562.9184
483.611318, C33, 318.8675
493.007652, C33, 434.8303
509.001412, C33, 242.7867
69465.500258, C33, 331.0496
69640.63193, C33, 571.3262
69698.409388, C33, 569.6909
69724.999014, C33, 308.8749
69862.54535, C33, 359.3858
69904.928814, C33, 346.467
69967.30447800001, C33, 311.8372
70734.80895599999, C33, 406.5069
70928.73329600001, C33, 486.1218
71045.487744, C33, 553.1893
71143.249602, C33, 341.8997
84561.12480999999, C33, 334.3441
84604.30796200001, C33, 544.4255
84633.496574, C33, 403.9283
84664.884328, C33, 457.6576
84748.651646, C33, 595.8952
84815.225672, C33, 368.346
84932.37996400001, C33, 405.5416
152314.663584, C33, 635.7657
152484.397362, C33, 449.2648
152568.764446, C33, 470.1319
152588.756646, C33, 383.3508
152622.343542, C33, 386.3756
152719.705556, C33, 328.1743
152862.05002, C33, 674.1859
152881.842298, C33, 392.7363
152888.239802, C33, 321.9962
153095.558916, C33, 509.2194
153117.350414, C33, 533.1808
158605.657058, C33, 395.1072
158862.556828, C33, 356.4726
159345.768302, C33, 360.9605
159370.758552, C33, 591.5605
166111.310514, C33, 377.8529
166206.87323, C33, 760.6093
166231.263713, C33, 363.7351
166246.257864, C33, 404.8931
166420.389926, C33, 355.2768
166545.74102, C33, 543.9058
166836.827452, C33, 365.8547
173764.744226, C33, 354.5633
173840.314988, C33, 461.2382
173919.684281, C33, 333.6325
246882.271794, C33, 166.2567
246886.270241, C33, 389.9592
246904.463178, C33, 150.8255
246922.856038, C33, 167.8668
246938.250062, C33, 229.786
246995.227941, C33, 151.8134
247147.768721, C33, 167.8754
247200.348308, C33, 143.6536
247210.744272, C33, 258.3184
247232.135967, C33, 235.3097
247251.128594, C33, 201.6484
247270.720987, C33, 198.114
247282.116563, C33, 171.0177
247365.084353, C33, 299.7394
247370.68218, C33, 179.3187
247404.069218, C33, 216.3239
247490.035844, C33, 165.724
247491.835145, C33, 175.1494
247498.432584, C33, 218.2002
247504.8301, C33, 293.7092
247506.629402, C33, 145.1801
247537.017604, C33, 229.9719
248533.525724, C33, 121.1456
248727.05022, C33, 83.79282
248877.99133, C33, 124.7063
248898.183452, C33, 194.4663
248902.181892, C33, 243.8769
248909.97885, C33, 133.2384
248970.555216, C33, 144.5962
249029.93205, C33, 152.116
249043.326823, C33, 307.4172
249054.122612, C33, 498.9348
249088.309274, C33, 146.3015
249232.053192, C33, 213.9162
260277.581812, C33, 199.5331
260694.419182, C33, 69.17792
260701.21653, C33, 92.71243
260723.008028, C33, 74.91656
260787.982678, C33, 77.0007
260854.15686, C33, 76.8003
260867.15179, C33, 73.02617
260888.943288, C33, 67.98264
260891.14243, C33, 89.60345
260897.539934, C33, 159.0223
260899.739076, C33, 84.27271
260902.13814, C33, 136.1629
260920.331042, C33, 87.84002
260922.930028, C33, 143.1652
260946.320902, C33, 100.2618
260957.716456, C33, 245.1398
260960.715286, C33, 126.3368
260961.914818, C33, 230.8133
260978.508344, C33, 250.2132
260991.503274, C33, 73.09822
260993.502494, C33, 94.88715
261004.898048, C33, 77.72118
261018.892588, C33, 84.70097
261023.09095, C33, 192.4335
261038.0851, C33, 109.4121
261087.465834, C33, 72.37353
261093.663416, C33, 69.44411
261095.662636, C33, 115.5841
261100.460764, C33, 76.67825
0.199922, C36, 131.6996
9.196412, C36, 220.8456
25.390094, C36, 149.452
96.96217, C36, 146.229
111.756398, C36, 190.3924
113.95554, C36, 164.0318
124.151562, C36, 300.0143
125.151172, C36, 313.2237
231.109832, C36, 131.5746
248.90289, C36, 424.5309
69485.49245799999, C36, 139.6673
69547.868122, C36, 224.2849
69549.267576, C36, 403.884
69576.257046, C36, 301.2587
69577.256656, C36, 484.4733
69596.44916800001, C36, 207.1417
69768.182166, C36, 333.6885
69770.58123, C36, 163.9062
69781.377018, C36, 578.9794
69849.350498, C36, 168.7688
69892.53365, C36, 222.2703
69895.13263599999, C36, 186.1365
69906.928034, C36, 144.4424
69922.92179399999, C36, 127.5542
70039.676242, C36, 152.0795
70052.871094, C36, 232.8871
70063.06711600001, C36, 134.2358
70081.859784, C36, 154.7489
70089.25689800001, C36, 137.8564
70096.054246, C36, 399.5074
70097.653622, C36, 318.0565
70308.17148800001, C36, 123.1199
70465.713944, C36, 127.5144
70880.15225, C36, 125.9394
70928.13353000001, C36, 124.1103
