 Time, C00, C01, C02, C03, C04, C05, C06, C08, C09, C10, C11, C12, C13, C14, C15, C16, C18, C19
16369.62546,13.32906,141.2658,15.08439,1.815362,459.3769,616.1583,113.5668,102.1319,307.2764,328.9225,349.5248,29.09735,140.9229,0.0,313.4066,320.9248,529.5814,151.5186
16369.72552,12.2798,190.2306,13.95051,1.710245,450.4349,581.1714,139.1254,95.53783,288.189,345.9963,401.8935,27.49178,131.1669,0.0,319.7493,302.5325,501.3261,140.8721
16369.82558,11.31314,181.7003,21.20556,1.611215,514.5906,638.3745,134.3308,89.36956,270.2873,420.232,380.1043,25.97481,122.0863,0.0,345.6119,309.317,474.5784,130.9736
16369.92564,10.42257,173.5526,19.61155,1.517919,496.6106,723.7076,132.0469,284.3253,311.4257,446.6697,359.4964,24.54154,113.6344,0.0,324.9499,291.5899,464.3867,155.777
16370.02571,9.602104,165.7702,22.18307,1.430025,488.0889,706.5303,125.2256,357.3387,360.4378,455.521,340.0058,23.18736,105.7676,0.0,303.233,293.9471,461.7411,257.8467
16370.12577,8.846229,158.3368,20.51559,1.347221,478.8428,666.4119,173.0742,398.256,338.0482,428.0462,321.5719,21.9079,98.44541,0.0,303.8574,380.8064,437.1054,309.5142
16370.22583,8.149855,151.2367,18.97345,1.269211,457.2381,670.8041,164.1336,475.9937,317.0493,452.0887,361.5869,20.69905,91.63013,0.0,283.5502,411.799,413.7841,378.2409
16370.32589,7.508299,173.2108,17.54723,11.89286,451.9321,656.4152,217.8498,489.5733,297.3549,424.821,341.9829,19.55689,85.28665,0.0,326.6627,489.7773,436.8011,351.6635
16370.42595,6.917246,180.5228,16.22822,14.23075,431.5415,619.1424,212.6033,509.1353,278.8838,455.242,397.9175,18.47776,79.38233,0.0,427.4333,541.4892,413.4961,326.9535
16370.52601,6.372722,179.0994,15.00835,31.70599,412.0709,721.405,219.5755,590.1003,261.5602,427.7841,386.702,17.45817,73.88676,0.0,480.6766,510.4562,432.5211,303.9798
16370.62607,5.871062,171.0683,13.88019,29.87008,447.3951,680.442,208.2327,739.8965,245.3126,455.6622,393.4087,16.49484,68.77164,0.0,448.5523,481.2017,495.1182,282.6204
16370.72614,5.408893,163.3973,12.83683,28.14048,437.775,788.8224,197.4759,781.4858,276.5473,428.1789,402.8385,15.58467,64.01064,0.0,418.575,453.6237,492.6195,330.8423
16370.8262,4.983106,156.0703,11.87189,26.51103,420.254,818.9789,200.4063,731.0302,304.5753,487.7852,396.4587,14.72473,59.57924,0.0,390.601,427.6263,466.3363,321.3865
16370.92626,4.590837,149.0719,31.39575,24.97593,455.1979,850.1282,190.0537,683.8322,285.6558,458.3644,374.9641,13.91223,55.45462,0.0,364.4966,403.1189,441.4553,335.5453
16371.02632,4.229447,142.3873,29.03575,23.52972,484.7228,801.8559,180.236,639.6815,267.9114,497.2304,354.6349,80.44894,51.61555,0.0,340.1368,412.1612,417.9019,311.968
16371.12638,3.896505,136.0024,35.49868,22.16725,495.0895,756.3246,170.9254,598.3813,251.2693,517.1642,389.5609,91.19626,48.04225,0.0,317.405,388.54,517.2846,290.0472
16371.22644,3.589773,138.0832,32.83027,23.51132,496.636,713.3788,162.0957,559.7476,235.661,485.9715,368.4403,86.16413,44.71632,0.0,296.1924,430.3206,489.6854,269.6668
16371.32651,3.307187,131.8913,30.36245,46.22693,490.1657,672.8715,153.7222,523.6082,221.0223,456.6601,348.4648,81.40967,117.5009,0.0,276.3975,436.371,463.5587,250.7184
16371.42657,3.046845,129.6452,28.08013,43.5502,468.05,634.6643,145.7813,489.8021,207.2928,429.1166,374.5002,76.91756,178.1043,0.0,257.9255,498.4365,438.826,233.1015
16371.52663,2.806998,123.8317,25.96936,41.02847,506.0785,639.8741,138.2505,458.1787,194.4162,403.2345,354.1962,72.67332,200.4874,0.0,240.688,469.8708,480.1161,216.7224
16371.62669,2.586032,139.6449,24.01727,38.65275,483.245,625.809,141.358,428.597,182.3395,378.9134,334.9929,68.66327,222.4462,0.0,224.6025,442.9423,492.2612,201.4942
16371.72675,2.38246,133.383,22.21191,36.41459,461.4416,655.6547,163.6207,400.9252,171.013,356.0592,376.3986,64.87449,207.0465,0.0,224.8285,455.4123,588.9814,187.336
16371.82681,2.194913,127.4019,20.54226,58.50663,467.4456,618.4251,245.96,375.0399,160.39,334.5835,415.4198,61.29477,209.4922,0.0,209.8029,429.3124,578.9719,223.3257
