 Time, C00, C01, C02, C03, C04, C05, C06, C08, C09, C10, C11, C12, C13, C14, C15, C16, C18, C19
519952.6723,333.0073,2.923493,121.087,49.46724,345.9845,335.0993,587.375,78.81693,254.8784,99.99722,664.0491,125.5111,84.58089,21.02925,370.3021,494.2143,786.606,540.2957
519952.7724,312.5408,2.784279,111.2728,46.44799,326.6985,316.4789,638.2957,73.72902,238.7642,92.6988,640.6273,114.9509,78.35452,19.47573,416.4135,464.6224,764.9349,508.2721
519952.8724,351.7218,2.651693,102.2541,43.61301,308.4875,298.8932,653.0323,68.96955,240.9469,85.93307,647.2267,105.2793,72.58649,18.03697,391.1136,436.8023,745.1,478.1465
519952.9725,330.1052,2.525422,93.96631,40.95108,291.2917,282.2846,625.973,64.51733,240.0125,79.66114,663.406,96.42138,67.24307,16.70449,367.3508,423.8157,708.5928,449.8064
519953.0725,309.8171,2.405163,86.35028,38.45161,275.0544,266.599,638.7749,60.35251,236.8646,73.84698,629.131,114.4105,62.29301,15.47046,379.3551,436.9796,698.5125,451.0537
519953.1726,336.5624,2.290631,79.35153,36.10469,259.7223,251.7849,604.9541,56.45654,267.1046,68.45717,633.2314,104.7843,57.70734,14.32759,386.9741,446.9778,672.2797,475.6532
519953.2727,337.706,2.181552,72.92004,33.90103,245.2447,237.794,582.9602,52.81208,250.2174,63.46074,609.8165,103.6449,53.45925,13.26914,370.2614,420.2142,693.7108,469.3927
519953.3727,316.9508,2.077668,67.00981,31.83186,296.644,224.5806,552.0945,49.40287,234.3979,58.82898,612.3444,109.0769,49.52387,12.28889,414.9824,395.0532,666.4059,441.5715
519953.4728,367.1603,1.978731,61.57862,29.88899,280.1084,212.1014,532.2446,46.21374,219.5786,54.53528,580.7075,99.89943,172.9622,11.38106,396.5267,423.1286,675.5456,450.2737
519953.5728,344.5948,1.884506,56.58763,28.0647,264.4945,280.3848,555.0007,43.23048,205.6962,50.55495,582.419,91.49418,160.2296,10.54029,417.8719,397.7931,667.5009,501.2708
519953.6729,323.4161,1.794767,52.00116,26.35176,249.7509,264.8047,629.3856,170.6772,192.6914,46.86514,552.3281,83.79611,148.4344,9.761628,392.4834,405.0906,695.6855,563.373
519953.773,330.653,1.709301,47.78643,24.74337,293.0056,250.0904,616.2893,242.2233,180.5089,43.44463,557.3444,76.74575,137.5075,9.040493,509.375,380.8351,718.1941,634.2236
519953.873,310.3312,1.627905,43.91331,23.23315,310.6884,236.1937,583.659,242.9136,169.0966,40.27378,577.5532,70.28858,127.385,8.372631,500.4085,358.032,706.5765,619.0201
519953.9731,325.067,1.550386,224.3764,21.8151,324.7937,223.0691,594.4488,290.4045,158.4058,37.33435,565.1426,64.3747,261.9354,7.754107,506.646,336.5943,679.9765,631.27
519954.0732,353.0897,1.476558,206.1905,20.48361,327.2263,210.6739,562.9749,330.1001,213.8352,34.60946,554.8468,81.80976,242.6531,7.181277,475.8639,340.8288,728.0964,593.8542
519954.1732,347.4785,1.406245,189.4786,19.23338,319.9693,198.9674,550.1797,357.7441,209.2255,32.08344,533.8172,81.28362,224.7904,6.650764,500.5458,345.652,692.4223,642.7199
