Time,C00,C01,C02,C03,C04,C05,C06,C08,C09,C10,C11,C12,C13, C14,C15,C16,C18,C19
8.505229364,36.85844,162.4091,296.2761,1385.766,316.7182,13.34236,633.2332,323.2592,213.5481,276.1887,376.146,531.4885,78.7804,187.1535,159.8131,144.7522,227.5733,0
8.605290886,35.24956,155.7804,273.8501,1339.146,301.9213,12.63469,598.9265,302.8044,242.4783,318.5817,359.4566,507.919,80.95667,178.2773,157.8439,199.4409,214.9841,0
8.705352408,33.71091,149.7229,253.1215,1260.858,287.8157,11.96457,566.4783,283.6439,256.074,305.2216,343.5077,485.3947,208.611,177.145,170.4152,189.0242,203.0914,0
8.80541393,34.46361,143.612,233.962,1187.148,274.369,11.32998,535.7881,265.6958,242.7323,294.564,387.4493,602.7403,235.6404,184.8591,162.8441,179.1514,191.8566,0
8.905475452,32.95926,137.7505,216.2527,1117.746,261.5506,10.72905,523.3992,248.8835,230.0857,336.6162,370.2584,576.011,246.9776,176.0917,155.6094,169.7944,181.2432,0
9.005536974,42.96531,132.1283,199.8838,1052.402,249.3311,10.16,495.0429,233.1349,218.098,322.4998,353.8302,554.6408,233.4975,202.6687,166.9435,160.926,171.217,0
9.105598496,41.08986,135.6786,184.754,990.8775,262.817,9.621121,468.223,218.3829,206.7349,308.9753,338.1309,530.0446,220.7532,193.0566,159.5266,152.5209,161.7454,0
9.205660018,39.29628,145.6996,170.7694,932.9501,250.5383,9.110829,442.856,204.5643,195.9638,296.0181,323.1282,506.5391,245.8261,183.9004,152.4393,144.5547,152.7978,0
9.30572154,37.58098,150.0553,157.8434,878.4091,238.8333,8.627602,432.8981,191.6202,185.7539,283.6042,308.7911,493.433,232.4089,175.1785,145.6668,137.0047,144.3452,0
9.405783062,35.94056,159.1557,145.8957,827.0566,227.6751,8.170004,409.445,179.4951,208.3736,275.4317,295.0902,500.1065,219.724,166.8702,139.1953,129.8489,136.3601,0
9.505844584,48.55342,152.6598,134.8524,778.7062,296.1301,7.736677,387.2625,168.1372,243.3732,318.5198,281.9972,554.8687,222.37,198.2511,133.0112,123.0669,128.8168,0
9.605906106,46.43404,146.4291,124.645,733.1824,330.4508,7.326333,366.2817,157.498,271.468,305.1623,286.6216,579.3544,231.6706,188.8485,127.1019,116.6392,193.727,0
9.705967628,44.40718,181.904,115.2103,690.3201,387.7868,6.937753,429.6134,149.9077,283.8786,335.4636,326.0351,554.9254,219.026,179.8919,121.4551,110.5471,183.0102,0
9.80602915,42.4688,174.4797,106.4896,649.9634,369.6696,6.569783,473.8084,220.885,269.0883,329.2258,414.0506,545.478,304.6317,171.3601,116.0592,104.7733,172.8862,0
9.906090671,40.61502,167.3584,113.7437,611.966,386.9205,6.22133,448.1389,309.2841,255.0685,315.4193,395.6794,521.2881,292.8286,163.2329,110.903,99.30096,163.3223,0
10.00615219,49.71399,168.5856,105.1341,576.19,368.8438,5.891358,423.86,289.7136,266.2684,357.1991,395.2965,498.171,291.9784,194.2481,105.9759,94.11448,180.6366,0
10.10621372,47.54396,161.7049,97.17617,542.5056,396.3005,5.578888,400.8965,280.8595,252.3956,468.6091,387.7943,586.6625,295.7063,222.4268,101.2676,89.19889,170.6439,0
10.20627524,45.46865,167.1177,131.0027,510.7902,377.7856,5.28299,379.1771,304.5145,288.7027,487.4977,370.588,585.9072,338.0995,214.5459,96.76859,84.54005,161.2041,0
10.30633676,50.95464,191.2703,121.0867,480.929,360.1356,5.002787,358.6344,285.2458,294.2053,478.7296,372.7761,596.86,341.5869,278.6035,92.46943,80.12453,152.2864,0
10.40639828,51.66541,183.4637,111.9212,452.8136,365.241,5.010823,339.2046,267.1964,317.2928,492.1238,356.2362,570.3915,341.3006,274.0732,88.36126,75.93964,143.862,0
10.5064598,49.4102,175.9757,103.4496,426.3418,376.3818,4.745056,320.8275,300.9769,300.7616,471.486,341.9464,592.1406,322.6724,267.3364,84.43561,71.97332,135.9037,0
10.60652133,47.25343,168.7933,95.61916,401.4175,383.506,4.493383,303.446,316.9251,293.0571,451.7137,357.8761,565.8813,305.0609,291.877,80.68436,68.21416,172.845,0
10.70658285,45.1908,161.9041,88.38145,377.9503,392.3944,4.25506,287.0061,317.7121,277.7886,432.7705,341.9973,551.158,288.4106,281.9247,77.09978,64.65134,163.2834,0
10.80664437,43.21821,155.296,81.69159,355.855,403.9288,4.029377,271.457,297.6083,323.7745,479.7413,364.0477,526.7162,272.6692,268.5537,73.67445,61.27461,199.0404,0
10.90670589,41.33172,178.1413,75.5081,335.0515,385.0574,3.815663,359.3586,367.0746,306.9055,459.6228,353.7411,565.0414,257.7869,255.8169,70.40129,58.07425,288.0744,0
11.00676741,39.52758,220.2457,69.79266,315.4641,398.4129,3.613285,380.201,343.8474,290.9154,497.5234,443.2689,560.3773,243.7168,243.6841,67.41708,55.04103,347.2968,0
11.10682893,37.80219,211.2564,64.50984,303.9259,418.1224,3.421641,407.3301,322.0898,275.7585,501.1099,423.6013,611.0999,230.4147,272.6652,93.55675,52.16625,328.0846,0
11.20689046,36.15211,202.6341,59.62689,286.1582,552.689,3.240161,385.2622,301.709,304.5997,480.0952,458.345,583.9999,237.4774,273.6019,89.40028,49.44161,336.891,0
