Time,population_mean,population_sem,up_modulated_mean,up_modulated_sem,down_modulated_mean,down_modulated_sem,non_modulated_mean,non_modulated_sem,C00_mean,C00_sem,C01_mean,C01_sem,C02_mean,C02_sem,C07_mean,C07_sem,C08_mean,C08_sem,C10_mean,C10_sem,C11_mean,C11_sem,C12_mean,C12_sem,C15_mean,C15_sem,C16_mean,C16_sem,C18_mean,C18_sem,C19_mean,C19_sem,C20_mean,C20_sem,C23_mean,C23_sem,C25_mean,C25_sem,C28_mean,C28_sem,C29_mean,C29_sem
-30.088419758942457,0.4327961206436157,0.014501690864562988,,,0.9193555042147636,,0.4023860894376412,0.17901046021555483,0.10030075907707214,0.4889009296894073,2.0994516015052795,1.5956966280937195,0.5646099597215652,0.20144705474376678,0.6903018355369568,0.2886870503425598,0.9193555042147636,0.7809796407818793,-0.37343834340572357,0.683423176407814,0.0006311684846878052,0.18117189407348633,0.4862235188484192,1.0070545077323914,1.8044162392616272,0.456504762172699,-0.08025342226028442,0.6011421680450438,0.6409748066216707,0.586169434711337,-0.07971132546663284,0.2064496502280235,0.3438923954963684,1.719145953655243,0.6819569617509842,0.24328695237636566,-0.31852126866579056,0.08286067098379135,0.3390316888689995,0.4981914833188057,-0.46168914437294006,0.9996266067028045
-29.98845823150411,0.41466303169727325,0.031159117817878723,,,0.9226260557770729,,0.38291535223834217,0.17872940035576979,0.0627419650554657,0.5025468170642853,2.0326753705739975,1.750930204987526,0.5322343707084656,0.10281145572662352,0.56422358751297,0.2187724709510803,0.9226260557770729,0.8156990632414817,-0.44302624464035034,0.6974901556968689,-0.010463692247867584,0.12359496206045151,0.4028281271457672,0.9566329419612885,1.8866603374481201,0.47481441497802734,-0.09813889861106873,0.7120364010334014,0.5645651780068874,0.5855156220495701,-0.005679309368133545,0.16161991655826569,0.4647127389907837,1.7118152379989622,0.6106961518526077,0.20266179740428925,-0.2660849317908287,0.133574016392231,0.33527176082134247,0.4754465371370315,-0.5065708756446838,0.9547460675239562
-29.888496704065762,0.42951585352420807,0.0032746046781539913,,,0.8276474252343178,,0.4046326184179634,0.1963601508480824,0.16367417573928833,0.6296051740646362,2.0690854638814926,1.7091561704874036,0.5469508767127991,0.026688396930694577,0.8910812139511108,0.3509231805801391,0.8276474252343178,0.7116126045584679,-0.45762618631124496,0.5858143940567969,0.08745671063661575,0.11500842124223709,0.379812628030777,0.9721417129039764,2.163547694683075,0.6023514866828918,-0.3360731601715088,0.6651304960250853,0.5365749225020409,0.6029956713318824,-0.10051022097468376,0.1746639795601368,0.332602858543396,1.6043251752853394,0.6439751386642456,0.2931564450263977,-0.2539205774664879,0.007414676249027251,0.35692784935235977,0.5058033689856528,-0.5494374930858612,0.9118806421756744
-29.788535176627416,0.4784283936023712,0.02958008646965027,,,0.8377187959849834,,0.4559727894375101,0.2000976405804513,0.2720480114221573,0.7282556146383286,2.3019169867038727,1.743363469839096,0.5864188522100449,0.12140507996082305,0.8705211579799652,0.22302928566932675,0.8377187959849834,0.8311856277287006,-0.5009934082627296,0.6628570184111595,0.11620798707008362,6.452202796936035e-06,0.38962429761886597,0.937580645084381,2.1331785321235657,0.8004099726676941,-0.2583671808242798,0.6229079961776733,0.5962236970663071,0.6833939701318741,-0.10155969485640526,0.14171383157372475,0.49040359258651733,1.8376629948616028,0.6300599277019501,0.13578960299491882,-0.11984736658632755,0.0751179363578558,0.3944239243865013,0.5572126880288123,-0.5046946853399277,0.9566246420145035
-29.68857364918907,0.5051746517419815,0.03861640393733978,,,0.9728076115716249,,0.47594761941581964,0.2087849476758038,0.3260885328054428,0.750139608979225,2.553385227918625,1.8659053146839142,0.5928396582603455,0.1581296920776367,1.0059090852737427,0.5137414932250977,0.9728076115716249,0.9651849612127988,-0.46448390930891037,0.6913022473454475,0.14286556467413902,0.027727100998163223,0.3465583920478821,0.9901530146598816,2.0638692378997803,0.7664804458618164,-0.16336028277873993,0.5529234558343886,0.5998595096170902,0.704609241336584,-0.040120311081409454,0.15109878033399582,0.34456223249435425,1.7439575791358946,0.6240573078393936,0.29579709470272064,-0.25792327523231506,0.017208814620971676,0.4787098318338394,0.6409463733434677,-0.5376548916101456,0.923665627837181
-29.58861212175072,0.5254931151866913,0.09524092078208922,,,1.1048365235328674,,0.4892842057161033,0.21584182509954436,0.34164904057979584,0.741822138428688,2.59466689825058,2.0282402634620667,0.6054691076278687,0.22167831659317017,1.1366169452667236,0.6643053293228148,1.1048365235328674,1.1693770289421082,-0.5396091649308801,0.5349635174497962,0.21654865890741348,0.1404225453734398,0.40504318475723267,0.9493014216423035,2.0430349111557007,0.6994129419326782,-0.21267853677272797,0.5344323068857193,0.6591488989070058,0.6880247918888927,-0.13838867470622063,0.04551197960972785,0.3662641644477844,1.7005640864372251,0.722530722618103,0.16118276119232178,-0.30654090642929077,0.0023640394210815425,0.5043514966964722,0.6398022174835205,-0.5695594549179077,0.8917620182037352
-29.488650594312375,0.5714599937200546,0.12319280207157135,,,1.2273088973015547,,0.5304694214137271,0.22058821619860192,0.31316938996315,0.8200927674770355,2.7992295175790787,2.358725175261497,0.5716706439852715,0.32878351956605906,1.1872834861278534,0.5115319788455963,1.2273088973015547,1.275422902777791,-0.5270678550004959,0.6726921051740646,0.23875492811203003,0.06265562772750853,0.30245310068130493,0.9542687535285949,2.062971830368042,0.7380914688110352,-0.1734086126089096,0.4979993849992752,0.6586319617927074,0.5709709711372851,-0.002579236403107643,0.03413744829595089,0.33895641565322876,1.7329296469688413,0.8292863070964813,0.12732210755348203,-0.20719411969184875,0.13237667083740232,0.5547574236989021,0.7035624310374259,-0.45940443873405457,1.0019181072711942
-29.38868906687403,0.5772075057029724,0.12332302331924437,,,1.3118490735068917,,0.5312923835008405,0.22178024251781372,0.39850594103336334,0.8415788263082503,2.848817080259323,2.417639523744583,0.7231390178203583,0.1347704827785492,1.1311730295419693,0.6530270427465439,1.3118490735068917,1.3390937289223075,-0.6094700610265136,0.6245448077097534,0.19835420697927475,0.04555828124284744,0.4160289615392685,0.872491255402565,1.9960373044013977,0.7653431296348571,-0.13629008829593658,0.5288417190313339,0.7102160304784775,0.5158744007349014,-0.0015095490962266922,0.025502108037471768,0.2904847264289856,1.6961115002632141,0.6847612857818604,0.12268751859664917,-0.30042505264282227,0.0885048508644104,0.5744822919368744,0.724048763513565,-0.42362698912620544,1.0376966297626493
-29.28872753943568,0.5955106914043427,0.132779985666275,,,1.424085471779108,,0.5437247820664197,0.2245946875738197,0.3502150774002075,0.8960319757461548,2.768350511789322,2.2779570519924164,0.8329483866691589,0.1626605987548828,1.433379888534546,0.6918153762817383,1.424085471779108,1.5149568580091,-0.583776337094605,0.6017935452982783,0.09735041949898005,0.08638721611350773,0.4094420075416565,0.9697009921073914,2.0392491817474365,0.6637709140777588,-0.21208138018846512,0.43658756464719767,0.6727335155010223,0.5518982708454132,-0.07466704212129116,0.02691576816141605,0.3909637928009033,1.6836638450622559,0.6755709052085876,0.1299607753753662,-0.2009949330240488,0.15695033036172387,0.5338507667183876,0.6891750320792198,-0.43293824791908264,1.0283863246440887
-29.188766011997334,0.5801093876361847,0.09745481610298157,,,1.5399142922833562,,0.5201215620982111,0.2253052926130198,0.36446163058280945,0.9103155434131621,2.7042771577835083,2.1255568265914917,0.8455341160297394,0.14495459198951718,1.422321230173111,0.602266401052475,1.5399142922833562,1.5622659502550957,-0.7078101485967636,0.4404044300317764,0.08960237435530871,0.08673982985783368,0.2139861285686493,0.8734584152698517,2.042246460914612,0.7727276086807251,-0.23532694578170776,0.5146443247795104,0.6192012317478657,0.5895341150462627,-0.024340547854080796,0.02958907536230981,0.4336545467376709,1.7982027530670164,0.6453908681869507,0.11751902103424072,-0.1886381059885025,0.08439169824123383,0.5574490204453468,0.6998378857970238,-0.46006402373313904,1.001261383295059
