Name,SNR,EventRate(Hz)
C00,9.26619,0.0102916
C01,24.2286,0.0519598
C02,10.6848,0.0481946
C03,19.236,0.0642594
C04,15.6337,0.0160649
C05,9.42623,0.0238463
C06,10.2101,0.00953851
C08,10.0661,0.0481946
C09,2.0909,0.00075304
C10,12.1042,0.0353929
C11,7.28753,0.00426723
C12,5.43962,0.00878547
C13,7.17099,0.0150608
C14,5.62458,0.00853446
C15,8.10497,0.0158138
C16,6.45661,0.00326317
C18,2.3097,0.00351419
C19,7.28096,0.00577331
